grass0,0,0,64,32,0
grass1,64,0,64,32,0
grass2,128,0,64,32,0
grass3,192,0,64,32,0
grass4,256,0,64,32,0
grass5,320,0,64,32,0
grass6,384,0,64,32,0
grass7,448,0,64,32,0
grass8,512,0,64,32,0
grass9,576,0,64,32,0
grass10,640,0,64,32,0
grass11,704,0,64,32,0
grass12,768,0,64,32,0
grass13,832,0,64,32,0
grass14,896,0,64,32,0
grass15,960,0,64,32,0
path0,0,32,64,32,0
path1,64,32,64,32,0
path2,128,32,64,32,0
path3,192,32,64,32,0
path4,256,32,64,32,0
path5,320,32,64,32,0
path6,384,32,64,32,0
path7,448,32,64,32,0
path8,512,32,64,32,0
path9,576,32,64,32,0
path10,640,32,64,32,0
path11,704,32,64,32,0
path12,768,32,64,32,0
path13,832,32,64,32,0
path14,896,32,64,32,0
path15,960,32,64,32,0
cliff0,0,64,64,96,0
cliff1,64,64,64,96,0
cliff2,128,64,64,96,0
cliff3,192,64,64,96,0
cliff4,256,64,64,96,0
cliff5,320,64,64,96,0
cliff6,384,64,64,96,0
cliff7,448,64,64,96,0
cliff8,512,64,64,96,0
cliff9,576,64,64,96,0
cliff10,640,64,64,96,0
cliff11,704,64,64,96,0
cliff12,768,64,64,96,0
cliff13,832,64,64,96,0
cliff14,896,64,64,96,0
cliff15,960,64,64,96,0
cliff16,0,160,64,96,0
cliff17,64,160,64,96,0
cliff18,128,160,64,96,0
cliff19,192,160,64,96,0
cliff20,256,160,64,96,0
cliff21,320,160,64,96,0
cliff22,384,160,64,96,0
cliff23,448,160,64,96,0
tent0_0,512,160,64,96,16
tent0_1,608,160,32,96,0
%ASSEMBLE,tent0,96,112,tent0_0,0,16,tent0_1,64,0
%REMOVE,tent0_0
%REMOVE,tent0_1
tent1_0,640,160,32,96,0
tent1_1,705,160,64,96,16
%ASSEMBLE,tent1,96,112,tent1_0,0,0,tent1_1,32,16
%REMOVE,tent1_0
%REMOVE,tent1_1
chest0,0,256,64,64,0
chest1,64,256,64,64,0
chest2,128,256,64,64,0
chest3,192,256,64,64,0
woodpile0,256,256,64,64,0
woodpile1,320,256,64,64,0
campfire,384,256,64,64,0
anvil,448,256,64,64,0
barrier0_0,512,256,64,64,16
barrier0_1,608,256,32,64,0
%ASSEMBLE,barrier0,96,80,barrier0_0,0,16,barrier0_1,64,0
%REMOVE,barrier0_0
%REMOVE,barrier0_1
barrier1_0,640,256,32,64,0
barrier1_1,704,256,64,64,16
%ASSEMBLE,barrier1,96,80,barrier1_0,0,0,barrier1_1,32,16
%REMOVE,barrier1_0
%REMOVE,barrier1_1
barrier2_0,768,256,64,64,16
barrier2_1,864,256,32,64,0
%ASSEMBLE,barrier2,96,80,barrier2_0,0,16,barrier2_1,64,0
%REMOVE,barrier2_0
%REMOVE,barrier2_1
barrier3_0,896,256,32,64,0
barrier3_1,960,256,64,64,16
%ASSEMBLE,barrier3,96,80,barrier3_0,0,0,barrier3_1,32,16
%REMOVE,barrier3_0
%REMOVE,barrier3_1
plant0,0,320,64,64,0
plant1,64,320,64,64,0
plant2,128,320,64,64,0
plant3,192,320,64,64,0
plant4,256,320,64,64,0
plant5,320,320,64,64,0
plant6,384,320,64,64,0
plant7,448,320,64,64,0
plant8,512,320,64,64,0
plant9,576,320,64,64,0
plant10,640,320,64,64,0
plant11,704,320,64,64,0
plant12,768,320,64,64,0
plant13,832,320,64,64,0
plant14,896,320,64,64,0
plant15,960,320,64,64,0
rock0,0,384,64,96,0
rock1,64,384,64,96,0
rock2,128,384,64,96,0
rock3,192,384,64,96,0
rock4,256,384,64,96,0
rock5,320,384,64,96,0
rock6,384,384,64,96,0
rock7,448,384,64,96,0
log0,512,384,64,96,0
log1,576,384,64,96,0
signpost0,640,384,64,96,0
signpost1,704,384,64,96,0
grave0,768,384,64,96,0
grave1,832,384,64,96,0
grave2,896,384,64,96,0
grave3,960,384,64,96,0
bank0,0,480,64,64,0
bank1,64,480,64,64,0
bank2,128,480,64,64,0
bank3,192,480,64,64,0
bank4,256,480,64,64,0
bank5,320,480,64,64,0
bank6,384,480,64,64,0
bank7,448,480,64,64,0
bank8,512,480,64,64,0
bank9,576,480,64,64,0
bank10,640,480,64,64,0
bank11,704,480,64,64,0
bank12,768,480,64,64,0
bank13,832,480,64,64,0
bank14,896,480,64,64,0
bank15,960,480,64,64,0
bank16,0,480,64,64,0
bank17,64,480,64,64,0
bank18,128,480,64,64,0
bank19,192,480,64,64,0
bank20,256,480,64,64,0
bank21,320,480,64,64,0
bank22,384,480,64,64,0
bank23,448,480,64,64,0
boat0_0,512,544,32,64,0
boat0_1,576,544,32,64,16
boat0_2,640,544,64,64,32
%ASSEMBLE,boat0,128,96,boat0_0,0,0,boat0_1,32,16,boat0_2,64,32
%REMOVE,boat0_0
%REMOVE,boat0_1
%REMOVE,boat0_2
boat1_0,704,544,64,64,32
boat1_1,800,544,32,64,16
boat1_2,864,544,32,64,0
%ASSEMBLE,boat1,128,96,boat1_0,0,32,boat1_1,64,16,boat1_2,96,0
%REMOVE,boat1_0
%REMOVE,boat1_1
%REMOVE,boat1_2
water0,0,608,64,32,0
water1,64,608,64,32,0
water2,128,608,64,32,0
water3,192,608,64,32,0
water4,256,608,64,32,0
water5,320,608,64,32,0
water6,384,608,64,32,0
water7,448,608,64,32,0
water8,512,608,64,32,0
water9,576,608,64,32,0
water10,640,608,64,32,0
water11,704,608,64,32,0
water12,768,608,64,32,0
water13,832,608,64,32,0
water14,896,608,64,32,0
water15,960,608,64,32,0
pier0,0,640,64,64,0
pier1,64,640,64,64,0
pier2,128,640,64,64,0
pier3,192,640,64,64,0
pier4,256,640,64,64,0
pier5,320,640,64,64,0
pier6,384,640,64,64,0
pier7,448,640,64,64,0
pier8,512,640,64,64,0
pier9,576,640,64,64,0
pier10,640,640,64,64,0
pier11,704,640,64,64,0
pier12,768,640,64,64,0
pier13,832,640,64,64,0
pier14,896,640,64,64,0
pier15,960,640,64,64,0
house0_0,0,704,32,160,16
house0_1,64,704,64,160,32
house0_2,160,704,32,160,16
house0_3,224,704,32,160,0
%ASSEMBLE,house0,160,192,house0_0,0,16,house0_1,32,32,house0_2,96,16,house0_3,128,0
%REMOVE,house0_0
%REMOVE,house0_1
%REMOVE,house0_2
%REMOVE,house0_3
house1_0,256,704,32,160,0
house1_1,320,704,32,160,16
house1_2,384,704,64,160,32
house1_3,480,704,32,160,16
%ASSEMBLE,house1,160,192,house1_0,0,0,house1_1,32,16,house1_2,64,32,house1_3,128,16
%REMOVE,house1_0
%REMOVE,house1_1
%REMOVE,house1_2
%REMOVE,house1_3
tower,512,736,256,224,0
crypt,769,704,256,128,0
cave0,0,864,96,128,0
cave1,96,864,96,128,0
mine0,192,864,96,128,0
mine1,288,864,96,128,0
tree0,0,992,128,128,0
tree1,128,992,128,128,0
tree2,256,992,128,128,0
tree3,384,992,128,128,0
tree4,512,960,128,224,0
tree5,640,960,128,224,0
tree6,768,960,128,224,0
tree7,896,960,128,224,0
tree8,0,1152,128,192,0
tree9,128,1152,128,192,0
tree10,256,1152,128,192,0
tree11,384,1152,128,192,0
tree12,512,1184,128,160,0
tree13,640,1184,128,160,0
tree14,768,1184,128,160,0
tree15,896,1184,128,160,0
